question,type,database
Which people have acted in movies with the same title but released in different years?,Simple Aggregation Queries,movies
"Show me the movies released between 1990 and 2000 with a tagline containing the word ""Houston"".",Simple Aggregation Queries,movies
What is the average number of votes for movies with a rating below 60?,Simple Aggregation Queries,movies
List the names of people who have acted in movies with a running time shorter than 90 minutes.,Simple Aggregation Queries,movies
Which people have directed movies with a budget higher than $100 million?,Simple Aggregation Queries,movies
What is the highest grossing movie released before 2005?,Simple Aggregation Queries,movies
"Show me the movies with a tagline containing the word ""Coolest"".",Simple Aggregation Queries,movies
"What is the average rating of movies with the summary ""Fun, but a little far fetched""?",Simple Aggregation Queries,movies
List the names of people who have acted in movies with a worldwide gross over $500 million.,Simple Aggregation Queries,movies
What is the oldest movie with a rating below 40?,Simple Aggregation Queries,movies
Which people have acted in movies with the same genre?,Simple Aggregation Queries,movies
"Show me the movies released after 1995 with a tagline containing the word ""Football"".",Simple Aggregation Queries,movies
What is the average number of votes for movies released in the same year?,Simple Aggregation Queries,movies
List the names of people who have acted in movies with a sequel.,Simple Aggregation Queries,movies
Which people have directed movies based on a true story?,Simple Aggregation Queries,movies
What is the highest rated movie with a sequel?,Simple Aggregation Queries,movies
"Show me the movies with a tagline containing the word ""Amazing"".",Simple Aggregation Queries,movies
What is the average rating of movies released in the summer?,Simple Aggregation Queries,movies
List the names of people who have acted in movies with a prequel.,Simple Aggregation Queries,movies
Which people have directed movies with a musical score composed by John Williams?,Simple Aggregation Queries,movies
What is the highest grossing movie directed by Steven Spielberg?,Simple Aggregation Queries,movies
"Show me the movies with a tagline containing the word ""Family"".",Simple Aggregation Queries,movies
What is the average rating of movies based on a book?,Simple Aggregation Queries,movies
List the names of people who have acted in movies with an R rating.,Simple Aggregation Queries,movies
Which people have directed movies nominated for an Academy Award for Best Picture?,Simple Aggregation Queries,movies
What is the highest rated movie with a PG-13 rating?,Simple Aggregation Queries,movies
"Show me the movies with a tagline containing the word ""Adventure"".",Simple Aggregation Queries,movies
What is the average rating of movies released during the holidays?,Simple Aggregation Queries,movies
List the names of people who have acted in movies with a G rating.,Simple Aggregation Queries,movies
Which people have directed movies that won an Academy Award for Best Picture?,Simple Aggregation Queries,movies
What is the highest grossing movie of all time?,Simple Aggregation Queries,movies
"Show me the movies with a tagline containing the word ""Love"".",Simple Aggregation Queries,movies
What is the average rating of animated movies?,Simple Aggregation Queries,movies
List the names of people who have acted in movies with a PG rating.,Simple Aggregation Queries,movies
Which people have directed movies with a cast of over 100 actors?,Simple Aggregation Queries,movies
What is the highest rated comedy movie?,Simple Aggregation Queries,movies
"Show me the movies with a tagline containing the word ""Hilarious"".",Simple Aggregation Queries,movies
What is the average rating of horror movies?,Simple Aggregation Queries,movies
List the names of people who have acted in movies with a sci-fi theme.,Simple Aggregation Queries,movies
Which people have directed movies with a fantasy theme?,Simple Aggregation Queries,movies
What is the highest grossing action movie?,Simple Aggregation Queries,movies
"Show me the movies with a tagline containing the word ""Thrilling"".",Simple Aggregation Queries,movies
What is the average rating of romance movies?,Simple Aggregation Queries,movies
List the names of people who have acted in movies with a drama theme.,Simple Aggregation Queries,movies
Which people have directed movies with a historical theme?,Simple Aggregation Queries,movies
Which actors have directed movies with a rating above 90?,Pathfinding Queries,movies
